日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-08-29,600733,北汽蓝谷,5.93,回踩MA5阴线,0.1,8.09
2026-08-29,000066,中国长城,14.71,回踩MA5阴线,0.37,12.45
2026-08-29,002176,江特电机,9.3,回踩MA5阴线,-0.41,6.65
2026-08-29,600986,浙文互联,8.03,回踩MA5阴线,-0.54,5.2
2026-08-29,600026,中远海能,17.66,回踩MA5阴线,0.87,6.94
2026-08-29,600410,华胜天成,15.69,回踩MA5阴线,-1.02,9.21
